id дистриб'ютора;Дата;Код продукту дистриб'ютора;Кількість
53;000003576#000003576;11.10.2022;012270;1;52,35;62,82;01409804-9121-11ea-80c7-7085c269472b;00000014333
53;000005920#000005920;13.10.2022;010345;1;136,13;163,36;bd76154c-b2f2-11eb-8106-7085c269472b;00000014530
53;000000619#000000619;03.10.2022;010195;6;1 267,95;1 521,54;7a316911-7575-11ea-80c6-7085c269472b;00000013884
53;000002837#000002837;26.10.2022;010193;3;1 806;2 167,2;05129b25-7376-11e7-9cc9-00c0df0c5361;00000015461
53;000000619#000000619;13.10.2022;010478;10;1 326,17;1 591,4;7a316911-7575-11ea-80c6-7085c269472b;00000014634
53;000006335#000006335;03.10.2022;010381;26;1 109,12;1 330,94;05129b25-7376-11e7-9cc9-00c0df0c5361;00000013836
53;000000934#000000934;25.10.2022;011241;10;2 136,75;2 564,1;7a316911-7575-11ea-80c6-7085c269472b;00000015265
53;000002450#000002450;25.10.2022;010478;6;773,4;928,08;ef78a724-7f69-11e8-9949-00c0df0c5361;00000015346
53;000001687#000001687;03.10.2022;011367;12;2 100;2 520;ef78a724-7f69-11e8-9949-00c0df0c5361;00000013791
53;000001724#000001724;14.10.2022;010200;6;773,4;928,08;ef78a724-7f69-11e8-9949-00c0df0c5361;00000014658
53;000001789#000001789;24.10.2022;014351;12;3 131,1;3 757,32;e08f41fe-fcfd-11ec-8152-7085c269472b;00000015255
53;000002812#000002812;28.10.2022;014579;5;285,42;342,5;27102902-8e6d-11e9-9bf4-00c0df0c5361;00000015634
53;000002489#000002489;27.10.2022;011367;6;1 050;1 260;ef78a724-7f69-11e8-9949-00c0df0c5361;00000015519
53;000002689#000002689;18.10.2022;014351;2;512,05;614,46;ef78a724-7f69-11e8-9949-00c0df0c5361;00000014847
53;000005695#000005695;27.10.2022;010378;1;46,07;55,28;5c3ec8e0-43e4-11e9-9c30-00c0df0c5361;00000015505
53;000004502#000004502;12.10.2022;010345;1;136,13;163,36;bd76154c-b2f2-11eb-8106-7085c269472b;00000014172
53;000000619#000000619;06.10.2022;010344;2;249,68;299,62;7a316911-7575-11ea-80c6-7085c269472b;00000014086
53;000005674#000005674;20.10.2022;014571;15;1 079,65;1 295,58;23f7358b-6fbc-11e9-8fa4-00c0df0c5361;00000015078
53;000002812#000002812;26.10.2022;010108;6;1 050;1 260;27102902-8e6d-11e9-9bf4-00c0df0c5361;00000015446
53;000000156#000000156;28.10.2022;014586;1;22,55;27,06;7c954194-1a8b-11eb-80e3-7085c269472b;00000015683
53;000005776#000005776;26.10.2022;010352;1;157,49;188,99;bd76154c-b2f2-11eb-8106-7085c269472b;00000015393
53;000004697#000004697;18.10.2022;010348;1;153,36;184,03;bd76154c-b2f2-11eb-8106-7085c269472b;00000014889
53;000005748#000005748;10.10.2022;010351;1;157,43;188,92;7836cd01-2a18-11e9-9c17-00c0df0c5361;00000014294
53;000001789#000001789;17.10.2022;014351;6;1 565,55;1 878,66;e08f41fe-fcfd-11ec-8152-7085c269472b;00000014735
53;000005668#000005668;11.10.2022;010352;1;175,38;210,46;5c3ec8e0-43e4-11e9-9c30-00c0df0c5361;00000014331
53;000000619#000000619;07.10.2022;014351;10;2 609,25;3 131,1;7a316911-7575-11ea-80c6-7085c269472b;00000014180
53;000004830#000004830;12.10.2022;010346;1;109,84;131,81;5c3ec8e0-43e4-11e9-9c30-00c0df0c5361;00000014423
53;000004169#000004169;03.10.2022;012269;1;51,3;61,56;38a77e38-993e-11e8-b051-00c0df0c5361;00000013775
53;000006029#000006029;03.10.2022;010352;1;175,38;210,46;5c3ec8e0-43e4-11e9-9c30-00c0df0c5361;00000013869
53;000001728#000001728;28.10.2022;010426;14;3 518,67;4 222,4;51676cd7-80e3-11e8-994c-00c0df0c5361;00000015302
53;000003026#000003026;04.10.2022;012272;1;52,35;62,82;7a4c78fe-7576-11ea-80c6-7085c269472b;00000013983
53;000005862#000005862;06.10.2022;014351;6;1 594,7;1 913,64;7a316910-7575-11ea-80c6-7085c269472b;00000014115
53;000002812#000002812;28.10.2022;014566;12;725,9;871,08;27102902-8e6d-11e9-9bf4-00c0df0c5361;00000015634
53;000002848#000002848;11.10.2022;014573;3;370,91;445,09;ef78a724-7f69-11e8-9949-00c0df0c5361;00000014339
53;000005920#000005920;13.10.2022;010344;1;137,33;164,79;bd76154c-b2f2-11eb-8106-7085c269472b;00000014530
53;000000903#000000903;25.10.2022;014351;60;15 947;19 136,4;7a316910-7575-11ea-80c6-7085c269472b;00000015334
53;000001798#000001798;31.10.2022;010350;10;1 271,5;1 525,8;7a4c78fd-7576-11ea-80c6-7085c269472b;00000015770
53;000000619#000000619;31.10.2022;010349;4;606,2;727,44;7a316911-7575-11ea-80c6-7085c269472b;00000015789
53;000002812#000002812;28.10.2022;014578;5;285,42;342,5;27102902-8e6d-11e9-9bf4-00c0df0c5361;00000015634
53;000003006#000003006;03.10.2022;012269;2;104,7;125,64;09a0c7e6-32c4-11ea-80c4-7085c269472b;00000013861
53;000006058#000006058;13.10.2022;010345;3;371,28;445,53;23f7358b-6fbc-11e9-8fa4-00c0df0c5361;00000014552
53;000000619#000000619;17.10.2022;014351;20;5 218,5;6 262,2;7a316911-7575-11ea-80c6-7085c269472b;00000014816
53;000006385#000006385;14.10.2022;012272;1;42,66;51,19;05129b25-7376-11e7-9cc9-00c0df0c5361;00000014713
53;000004387#000004387;25.10.2022;010351;1;141,38;169,65;bd76154c-b2f2-11eb-8106-7085c269472b;00000015333
53;000005013#000005013;11.10.2022;010108;3;675;810;05129b25-7376-11e7-9cc9-00c0df0c5361;00000014383
53;000001699#000001699;11.10.2022;010959;1;374,87;449,84;ef78a724-7f69-11e8-9949-00c0df0c5361;00000014317
53;000006335#000006335;03.10.2022;010378;10;426,58;511,9;05129b25-7376-11e7-9cc9-00c0df0c5361;00000013836
53;000004502#000004502;12.10.2022;010344;1;137,33;164,79;bd76154c-b2f2-11eb-8106-7085c269472b;00000014172
53;000003641#000003641;20.10.2022;010346;1;122,32;146,78;7836cd01-2a18-11e9-9c17-00c0df0c5361;00000015008
53;000001710#000001710;12.10.2022;014557;20;3 065,5;3 678,6;51676cd7-80e3-11e8-994c-00c0df0c5361;00000014462
53;000000191#000000191;04.10.2022;014351;6;1 565,55;1 878,66;7a316910-7575-11ea-80c6-7085c269472b;00000013975
53;000006324#000006324;24.10.2022;010200;3;386,7;464,04;51676cd7-80e3-11e8-994c-00c0df0c5361;00000015217
53;000005916#000005916;12.10.2022;010351;1;141,38;169,65;bd76154c-b2f2-11eb-8106-7085c269472b;00000014308
53;000002450#000002450;03.10.2022;010478;6;773,4;928,08;ef78a724-7f69-11e8-9949-00c0df0c5361;00000013811
53;000001710#000001710;20.10.2022;014558;24;5 839,6;7 007,52;51676cd7-80e3-11e8-994c-00c0df0c5361;00000014945
53;000001699#000001699;11.10.2022;012275;3;123,33;147,99;ef78a724-7f69-11e8-9949-00c0df0c5361;00000014317
53;000002778#000002778;28.10.2022;010478;12;1 546,8;1 856,16;ef78a724-7f69-11e8-9949-00c0df0c5361;00000015642
53;000000123#000000123;05.10.2022;010350;1;124,84;149,81;7c954194-1a8b-11eb-80e3-7085c269472b;00000014018
53;000000934#000000934;04.10.2022;013116;2;176,9;212,28;7a316911-7575-11ea-80c6-7085c269472b;00000013967
53;000005748#000005748;10.10.2022;010350;1;152,93;183,51;7836cd01-2a18-11e9-9c17-00c0df0c5361;00000014294
53;000004537#000004537;05.10.2022;010344;1;137,33;164,79;bd76154c-b2f2-11eb-8106-7085c269472b;00000013974
53;000000123#000000123;03.10.2022;011045;55;884,4;1 061,28;7c954194-1a8b-11eb-80e3-7085c269472b;00000013980
53;000001699#000001699;07.10.2022;014585;5;193,92;232,7;ef78a724-7f69-11e8-9949-00c0df0c5361;00000014173
53;000006335#000006335;03.10.2022;012274;7;298,61;358,33;05129b25-7376-11e7-9cc9-00c0df0c5361;00000013836
53;000001710#000001710;27.10.2022;010200;13;1 675,7;2 010,84;51676cd7-80e3-11e8-994c-00c0df0c5361;00000015513
53;000006208#000006208;03.10.2022;014563;1;384,23;461,08;5c3ec8e0-43e4-11e9-9c30-00c0df0c5361;00000013767
53;000001699#000001699;07.10.2022;014574;7;1 689,39;2 027,27;ef78a724-7f69-11e8-9949-00c0df0c5361;00000014173
53;000000934#000000934;04.10.2022;011241;15;3 205,13;3 846,15;7a316911-7575-11ea-80c6-7085c269472b;00000013967
53;000005862#000005862;24.10.2022;014351;24;6 379,17;7 655;7a316910-7575-11ea-80c6-7085c269472b;00000015289
53;000003006#000003006;03.10.2022;012270;1;52,35;62,82;09a0c7e6-32c4-11ea-80c4-7085c269472b;00000013861
id дистриб'ютора;Код продукту дистриб'ютора;Назва продукту;Штрихкод;Код продукту виробника;id одиниці виміру продукту
53;011241;Ambassador Молоко Creamer, 1000г*10 (8718);8718868141866;011241;1
53;012268;"TОТТІ Tea пакет. ""Весняний жасмин"" зел. ";;012268;1
53;012269;"TОТТІ Tea пакет.""Смарагдовий лист"" зел. ";;012269;1
53;012270;"TОТТІ Tea пакет.""Місячна Соната"" трав'яний ";8719189233247;012270;1
53;012271;"TОТТІ Tea пакет.""Королівський сад""  фруктовий ";8719189233261;012271;1
53;012272;"TОТТІ Tea пакет ""Соковиті ягоди"", фруктовий";;012272;1
53;012274;"TОТТІ Tea пакет.""Легендарний Ассам"" чорний ";8719189233162;012274;1
53;012275;"TОТТІ Tea пакет.""Магія Цейлону"" чорний ";8719189233148;012275;1
53;013115;Ambassador Розчинний чай Малина 1000г*10;8719325224047;013115;1
53;013116;Ambassador Розчинний чай Лимон 1000г*10;8718868141880;013116;1
53;014086;"Стакан паперовий з малюнком ""Ambassador"" 185 мл";;014086;1
53;014351;Ambassador Crema 1 кг  *6;4051146000993;014351;1
53;014554;Кава розчинна Ambassador Blue Label, пакет 120г*9																																																			;;014554;1
53;014555;Кава розчинна Ambassador Premium, ск.б. 190г*8																																																		;;014555;1
53;014556;Кава розчинна Ambassador Premium, пакет 120г*9																																																						;;014556;1
53;014557;Кава розчинна Ambassador Premium, пакет 200+50г *20																																																	;;014557;1
53;014558;Кава розчинна Ambassador Premium, пакет 300+100г*8																																																		;;014558;1
53;014559;Кава розчинна Ambassador Premium, пакет 400+100г *10																																																;;014559;1
53;014560;Кава розчинна Ambassador Strong, ск.б. 190г*8																																																							;;014560;1
53;014561;Кава в зернах Ambassador Premium, пакет 250г*10																																																					;;014561;1
53;014562;Кава в зернах Ambassador Premium, пакет 500г*6																																																					;;014562;1
53;014563;Кава в зернах Ambassador Premium, пакет 1000г*6																																																					;;014563;1
53;014564;Кава в зернах Ambassador Strong, пакет 500г*6																																																							;;014564;1
53;014565;Кава в зернах Ambassador Strong, пакет 1000г*6																																																						;;014565;1
53;014566;Кава мелена Ambassador Blue Label, вак.уп. 250г + 25г*12 (PL)																																							;;014566;1
53;014567;Кава мелена Ambassador Premium, вак.уп. 250г Вигідна пропозиція*12																																		;;014567;1
53;014568;Кава мелена Ambassador Strong, вак.уп. 225г*12																																																						;;014568;1
53;014569;Кава мелена Ambassador Dark Roast, вак.уп. 225г*12																																																		;;014569;1
53;014570;Кава розчинна Чорна Карта Gold, ск.б. 190г*6 (8718)																																																	;;014570;1
53;014571;Кава розчинна Чорна Карта Gold, пакет 100г*24																																																							;;014571;1
53;014572;Кава розчинна Чорна Карта Gold, пакет 285г*10 (8718)																																																;;014572;1
53;014573;Кава розчинна Чорна Карта Gold, пакет 300г+100г*8																																																			;;014573;1
53;014574;Кава розчинна Чорна карта Gold, пакет 500г*14																																																							;;014574;1
53;014575;Кава розчинна Чорна Карта Intense, ск.б. 190г*6																																																					;;014575;1
53;014576;Кава мелена Чорна Карта Для заварювання у чашці, вак.уп. 230г*12 (PL)																															;;014576;1
53;014577;Кава мелена Чорна Карта Арабiка, вак.уп. 230г*12 (PL)																																															;;014577;1
53;014578;Кава мелена Чорна Карта Для турки, вак.уп. 250г Вигідна пропозиція*12																															;;014578;1
53;014579;Кава мелена Чорна Карта Еспрессо, вак.уп. 225г*12																																																			;;014579;1
53;014580;"Кава мелена Чорна карта ""По-східному"", вак.уп. 225г*12																																														";;014580;1
53;014581;Кава в зернах Чорна Карта Арабiка, пакет 250г*10 (PL)																																															;;014581;1
53;014582;Кава в зернах Чорна Карта Espresso, пакет 1000г*6 (PL)																																														;;014582;1
53;014583;Кава в зернах Чорна Карта Classic, пакет 1000г*6 (PL)																																															;;014583;1
53;014584;Напій кавовий розчинний Чорна Карта 3в1 Оріджінал, стік 12г пакет *25*20																												;;014584;1
53;014585;Замінник вершків Elite Creamer, пакет  200г*12 (8718)																																															;;014585;1
53;014586;Какао-напій розчинний Elite Chocolit в гранулах, пакет 150г*12 (8718)																															;;014586;1
53;014587;Кава мелена Fort, вак.уп. 250г*12																																																																			;;014587;1
53;014672;Totti Supremo зерно 1 кг АКЦ 11+1;4051146001358;014672;1
53;014673;Ambassador Crema 1 кг  *6 АКЦ 23+1;4051146000993;014673;1
53;014674;Ambassador Молоко Creamer, 1000г АКЦ 10+1;8718868141866;014674;1
53;014675;Ambassador Vending Crema Gusto 1 кг  *6;4051146000993;014675;1
53;014676;Ambassador Кава розчинна  CREMA 500 АКЦ11+1;8719325020571;014676;1
53;014677;Ambassador Кава розчинна Crema пакет 200  АКЦ 11+1;8718868256096;014677;1
53;014678;Ambassador Кава розчинна Espresso Bar пакет 200 АКЦ 11+1;8718868256119;014678;1
53;014679;Ambassador  NERO 1 кг АКЦ 20+1;4051146000979;014679;1
53;014685;Кава в зернах TOTTI Caffe PIU GRANDE, пакет 1000г  АКЦ;4051146001334;014685;1
53;014698;Totti  Caffe Delicato,8 г*100 капсули;8718868141477;014698;1
53;011367;Ambassador Espresso Bar  зерно 1 кг.;4051146001051;011367;1
53;011983;Кава в зернах TOTTI Caffe PERFETTO, пакет 1000г*6 (PL);8719325127942;011983;1
53;010426;Ambassador Кава розчинна  CREMA 500*14;8719325020571;010426;1
53;010378;"TОТТІ Tea пакет.""Місячна Соната"" трав'яний 25*1.5";8719189233247;010378;1
53;010380;"TОТТІ Tea пакет. ""Соковиті ягоди"" фруктовий 25*1.5";8719189233285;010380;1
53;010381;"TОТТІ Tea пакет. ""Ерл Грей Маджестік"" чорний 25*1.5";8719189233186;010381;1
53;010135;"Чай Totti  ""Изумрудный лист""";;010135;1
53;00702;Totti Supremo зерно 1 кг;4051146001358;00702;1
53;00840;Totti Tuo Gusto зерно 1 кг;4051146001310;00840;1
53;00860;Цукор Totti в стіках (4 гр) 1000г;;00860;1
53;011044;"TОТТІ Tea пакет. ""Молочный Улун"", пакетований, 2г*25*32";8719325127027;011044;1
53;011045;"TОТТІ Tea пакет. ""Саусеп Преміум"", пакетований, 2г*25*32";8719325127065;011045;1
53;010857;Ambassador MAJESTIC зерно 1 кг.;8719325127898;010857;1
53;011435;Кава в капсулах Totti Сaffe Americano, 8 гр* капсулы;8718868141484;011435;1
53;010955;Кава в зернах TOTTI Caffe TUO GUSTO, пакет 1000 г*6 (PL);4051146001310;010955;1
53;010959;Кава в зернах TOTTI Caffe PIU GRANDE, пакет 1000г*6 (PL);4051146001334;010959;1
53;010478;Ambassador Кава розчинна Crema пакет 200*6;8718868256096;010478;1
53;010344;"TОТТІ Tea ""Весняний жасмін"" зеленый 250 г";8719189233360;010344;1
53;010345;"TОТТІ Tea ""Ексклюзив Ганпаудер"" зелений 250 г";8719189233445;010345;1
53;010346;"TОТТІ Tea ""Смарагдовий лист"" зелений 250 г";8719189233384;010346;1
53;010347;"TОТТІ Tea ""Місячна Соната"" трав'яний 250 г";8719189233407;010347;1
53;010348;"TОТТІ Tea ""Королівський сад""  чорн. з квітами та фруктами 250 г";8719189233421;010348;1
53;010349;"TОТТІ Tea ""Соковиті ягоди"" фруктовий 250 г";8719189233469;010349;1
53;010350;"TОТТІ Tea ""Ерл Грей Маджестік"" чорний  250 г";8719189233346;010350;1
53;010351;"TОТТІ Tea ""Легендарний Ассам"" чорний 250 г";8719189233322;010351;1
53;010352;"TОТТІ Tea ""Магія Цейлону"" чорний 250 г";8719189233308;010352;1
53;010108;Ambassador  NERO 1 кг ;4051146000979;010108;1
53;010591;"TОТТІ Tea ""Молочний Улун"" зелений 250 г";8719325127003;010591;1
53;010594;"TОТТІ Tea пакет ""Смарагдовий Лист"" зелений 100 шт.";;010594;1
53;010190;Totti  Caffe Forza, 8 гр*100 капсули;8718868141507;010190;1
53;010191;Totti  Caffe Delicato,8 г*100 капсули;8718868141477;010191;1
53;010192;Totti  Сaffe Americano, 8 гр* капсули;8718868141484;010192;1
53;010193;Totti  Caffe Di Late 8*100 капсули;8718868141491;010193;1
53;010194;Ambassador Гарячий шоколад для вендінгу Chokolate 1000 гр;8718868141859;010194;1
53;010195;Ambassador Капучино для вендінгуIrish Cream 1000 гр;8719325224061;010195;1
53;010200;Ambassador Кава розчинна Espresso Bar пакет 200*6;8718868256119;010200;1
id дистриб'ютора;Код клієнта ERP;Дата;Код продукту дистриб'ютора;Кількість;Сума відвантаження;Сума відвантаження з ПДВ;Код ТА;Номер видаткової накладної
53;000002848#000002848;11.10.2022;014572;3;281,68;338,01;ef78a724-7f69-11e8-9949-00c0df0c5361;00000014339
53;000000619#000000619;31.10.2022;010381;4;167,53;201,04;7a316911-7575-11ea-80c6-7085c269472b;00000015789
53;000001717#000001717;25.10.2022;010200;6;773,4;928,08;51676cd7-80e3-11e8-994c-00c0df0c5361;00000015338
53;000005668#000005668;24.10.2022;014586;2;56,83;68,19;5c3ec8e0-43e4-11e9-9c30-00c0df0c5361;00000015189
53;000002778#000002778;11.10.2022;010478;12;1 546,8;1 856,16;ef78a724-7f69-11e8-9949-00c0df0c5361;00000014350
53;000002635#000002635;12.10.2022;011367;6;1 050;1 260;27102902-8e6d-11e9-9bf4-00c0df0c5361;00000014459
53;000000619#000000619;18.10.2022;012275;6;251,3;301,56;7a316911-7575-11ea-80c6-7085c269472b;00000014897
53;000003683#000003683;05.10.2022;014574;6;1 448,05;1 737,66;ef78a724-7f69-11e8-9949-00c0df0c5361;00000014016
53;000005879#000005879;13.10.2022;011241;10;2 136,75;2 564,1;05129b25-7376-11e7-9cc9-00c0df0c5361;00000014588
53;000001353#000001353;11.10.2022;010959;1;389,15;466,98;7a316911-7575-11ea-80c6-7085c269472b;00000014364
53;000002812#000002812;28.10.2022;011241;10;2 030,42;2 436,5;27102902-8e6d-11e9-9bf4-00c0df0c5361;00000015634
53;000004387#000004387;12.10.2022;010351;1;141,38;169,65;bd76154c-b2f2-11eb-8106-7085c269472b;00000014475
53;000006451#000006451;31.10.2022;010194;1;183,33;220;23f7358b-6fbc-11e9-8fa4-00c0df0c5361;00000015786
53;000005568#000005568;24.10.2022;014581;1;75,63;90,76;5c3ec8e0-43e4-11e9-9c30-00c0df0c5361;00000015190
53;000005645#000005645;17.10.2022;014559;1;335,21;402,25;5c3ec8e0-43e4-11e9-9c30-00c0df0c5361;00000014727
53;000006294#000006294;19.10.2022;010378;1;51,3;61,56;5c3ec8e0-43e4-11e9-9c30-00c0df0c5361;00000014909
53;000000619#000000619;04.10.2022;011241;2;413,82;496,58;7a316911-7575-11ea-80c6-7085c269472b;00000013988
53;000002489#000002489;27.10.2022;010200;6;773,4;928,08;ef78a724-7f69-11e8-9949-00c0df0c5361;00000015519
53;000001694#000001694;26.10.2022;014351;3;768,08;921,69;ef78a724-7f69-11e8-9949-00c0df0c5361;00000015432
53;000002025#000002025;21.10.2022;010346;1;109,84;131,81;7836cd01-2a18-11e9-9c17-00c0df0c5361;00000015091
53;000005916#000005916;12.10.2022;010350;1;137,33;164,79;bd76154c-b2f2-11eb-8106-7085c269472b;00000014308
53;000006385#000006385;14.10.2022;012269;1;42,66;51,19;05129b25-7376-11e7-9cc9-00c0df0c5361;00000014713
53;000004387#000004387;12.10.2022;010349;1;166,71;200,05;bd76154c-b2f2-11eb-8106-7085c269472b;00000014475
53;000001710#000001710;20.10.2022;010200;12;1 546,8;1 856,16;51676cd7-80e3-11e8-994c-00c0df0c5361;00000014945
53;000001710#000001710;20.10.2022;014557;15;2 299,13;2 758,95;51676cd7-80e3-11e8-994c-00c0df0c5361;00000014945
53;000001699#000001699;11.10.2022;012274;5;205,54;246,65;ef78a724-7f69-11e8-9949-00c0df0c5361;00000014317
53;000006085#000006085;05.10.2022;014585;3;127,43;152,91;7a4c78fe-7576-11ea-80c6-7085c269472b;00000014050
53;000001699#000001699;11.10.2022;010955;1;326,23;391,48;ef78a724-7f69-11e8-9949-00c0df0c5361;00000014317
53;000005776#000005776;26.10.2022;010350;1;137,33;164,79;bd76154c-b2f2-11eb-8106-7085c269472b;00000015393
53;000001782#000001782;26.10.2022;014351;1;256,03;307,23;ef78a724-7f69-11e8-9949-00c0df0c5361;00000015424
53;000000123#000000123;03.10.2022;010378;13;339,38;407,26;7c954194-1a8b-11eb-80e3-7085c269472b;00000013980
53;000002778#000002778;25.10.2022;010108;6;1 050;1 260;ef78a724-7f69-11e8-9949-00c0df0c5361;00000015303
53;000002708#000002708;03.10.2022;010195;5;1 036,88;1 244,25;ef78a724-7f69-11e8-9949-00c0df0c5361;00000013809
53;000000619#000000619;31.10.2022;012275;4;167,53;201,04;7a316911-7575-11ea-80c6-7085c269472b;00000015789
53;000002832#000002832;13.10.2022;010191;2;1 166,67;1 400;7a316911-7575-11ea-80c6-7085c269472b;00000014613
53;000005674#000005674;07.10.2022;010108;1;198;237,6;23f7358b-6fbc-11e9-8fa4-00c0df0c5361;00000014265
53;000002812#000002812;26.10.2022;011367;6;1 050;1 260;27102902-8e6d-11e9-9bf4-00c0df0c5361;00000015446
53;000006208#000006208;10.10.2022;014566;3;205,33;246,39;5c3ec8e0-43e4-11e9-9c30-00c0df0c5361;00000014281
53;000006351#000006351;05.10.2022;010959;1;481,98;578,37;23f7358b-6fbc-11e9-8fa4-00c0df0c5361;00000014070
53;000000123#000000123;18.10.2022;010350;6;735,15;882,18;7c954194-1a8b-11eb-80e3-7085c269472b;00000014949
53;000001699#000001699;11.10.2022;014351;6;1 536,15;1 843,38;ef78a724-7f69-11e8-9949-00c0df0c5361;00000014317
53;000004169#000004169;03.10.2022;010378;1;51,3;61,56;38a77e38-993e-11e8-b051-00c0df0c5361;00000013775
53;000001319#000001319;18.10.2022;014351;18;4 696,65;5 635,98;05129b12-7376-11e7-9cc9-00c0df0c5361;00000014851
53;000000346#000000346;04.10.2022;010955;6;1 957,4;2 348,88;7a316911-7575-11ea-80c6-7085c269472b;00000013905
53;000002778#000002778;28.10.2022;010108;6;1 050;1 260;ef78a724-7f69-11e8-9949-00c0df0c5361;00000015642
53;000001335#000001335;03.10.2022;014569;3;205,43;246,52;a9ec4602-c50a-11ea-80c9-7085c269472b;00000013768
53;000002812#000002812;28.10.2022;014576;5;318,46;382,15;27102902-8e6d-11e9-9bf4-00c0df0c5361;00000015634
53;000001390#000001390;18.10.2022;010959;2;764,02;916,82;05129b12-7376-11e7-9cc9-00c0df0c5361;00000014861
53;000005645#000005645;17.10.2022;014558;1;275,3;330,36;5c3ec8e0-43e4-11e9-9c30-00c0df0c5361;00000014727
53;000002479#000002479;03.10.2022;014351;6;1 536,15;1 843,38;51676cd7-80e3-11e8-994c-00c0df0c5361;00000013788
53;000000191#000000191;17.10.2022;014351;6;1 565,55;1 878,66;7a316910-7575-11ea-80c6-7085c269472b;00000014767
53;000002812#000002812;13.10.2022;011367;6;1 050;1 260;27102902-8e6d-11e9-9bf4-00c0df0c5361;00000014580
53;000002708#000002708;20.10.2022;011241;10;2 030,42;2 436,5;ef78a724-7f69-11e8-9949-00c0df0c5361;00000015056
53;000001728#000001728;03.10.2022;014351;6;1 536,15;1 843,38;51676cd7-80e3-11e8-994c-00c0df0c5361;00000013801
53;000005747#000005747;05.10.2022;010350;1;152,93;183,51;5c3ec8e0-43e4-11e9-9c30-00c0df0c5361;00000014039
53;000002489#000002489;06.10.2022;010108;6;1 050;1 260;ef78a724-7f69-11e8-9949-00c0df0c5361;00000014094
53;000002773#000002773;18.10.2022;010351;1;141,38;169,65;7836cd01-2a18-11e9-9c17-00c0df0c5361;00000014821
53;000001717#000001717;07.10.2022;011241;8;1 624,33;1 949,2;51676cd7-80e3-11e8-994c-00c0df0c5361;00000014203
53;000000619#000000619;24.10.2022;011241;6;1 241,45;1 489,74;7a316911-7575-11ea-80c6-7085c269472b;00000015283
53;000003968#000003968;05.10.2022;010955;1;332,45;398,94;7a316911-7575-11ea-80c6-7085c269472b;00000014043
53;000002812#000002812;26.10.2022;010108;6;1 050;1 260;27102902-8e6d-11e9-9bf4-00c0df0c5361;00000015423
53;000005674#000005674;07.10.2022;014571;4;287,91;345,49;23f7358b-6fbc-11e9-8fa4-00c0df0c5361;00000014265
53;000005142#000005142;03.10.2022;014585;1;38,78;46,54;7c954194-1a8b-11eb-80e3-7085c269472b;00000013871
53;000004760#000004760;27.10.2022;014351;6;1 594,7;1 913,64;7a316911-7575-11ea-80c6-7085c269472b;00000015607
53;000000619#000000619;13.10.2022;010194;4;608,53;730,24;7a316911-7575-11ea-80c6-7085c269472b;00000014634
53;000001767#000001767;17.10.2022;00702;6;2 591,4;3 109,68;05129b25-7376-11e7-9cc9-00c0df0c5361;00000014746
53;000005748#000005748;10.10.2022;010346;1;122,32;146,78;7836cd01-2a18-11e9-9c17-00c0df0c5361;00000014294
53;000003683#000003683;05.10.2022;010426;8;2 010,67;2 412,8;ef78a724-7f69-11e8-9949-00c0df0c5361;00000014016
53;000000191#000000191;27.10.2022;014351;6;1 565,55;1 878,66;7a316910-7575-11ea-80c6-7085c269472b;00000015525
53;000000346#000000346;13.10.2022;010955;90;27 900;33 480;7a316911-7575-11ea-80c6-7085c269472b;00000014614
53;000001732#000001732;14.10.2022;011367;4;700;840;51676cd7-80e3-11e8-994c-00c0df0c5361;00000014655
53;000000619#000000619;12.10.2022;011367;6;1 070;1 284;7a316911-7575-11ea-80c6-7085c269472b;00000014446
53;000005674#000005674;27.10.2022;014587;2;106,98;128,37;23f7358b-6fbc-11e9-8fa4-00c0df0c5361;00000015567
53;000000619#000000619;18.10.2022;011241;4;827,63;993,16;7a316911-7575-11ea-80c6-7085c269472b;00000014897
53;000000309#000000309;17.10.2022;014351;102;26 092,52;31 311,02;05129b12-7376-11e7-9cc9-00c0df0c5361;00000014742
53;000005645#000005645;17.10.2022;014557;2;346,83;416,2;5c3ec8e0-43e4-11e9-9c30-00c0df0c5361;00000014727
53;000000346#000000346;12.10.2022;010108;6;1 050;1 260;7a316911-7575-11ea-80c6-7085c269472b;00000014458
53;000006085#000006085;05.10.2022;014560;2;311,1;373,32;7a4c78fe-7576-11ea-80c6-7085c269472b;00000014050
53;000001390#000001390;18.10.2022;010955;2;664,9;797,88;05129b12-7376-11e7-9cc9-00c0df0c5361;00000014861
53;000000619#000000619;13.10.2022;012274;1;41,88;50,26;7a316911-7575-11ea-80c6-7085c269472b;00000014634
53;000006343#000006343;04.10.2022;010347;1;155,83;187;23f7358b-6fbc-11e9-8fa4-00c0df0c5361;00000013900
53;000001734#000001734;31.10.2022;014351;3;768,08;921,69;ef78a724-7f69-11e8-9949-00c0df0c5361;00000015692
53;000001782#000001782;05.10.2022;014351;2;512,05;614,46;ef78a724-7f69-11e8-9949-00c0df0c5361;00000014010
53;000002832#000002832;18.10.2022;00860;2;0,02;0,02;7a316911-7575-11ea-80c6-7085c269472b;00000014822
53;000005645#000005645;17.10.2022;014574;1;273,07;327,68;5c3ec8e0-43e4-11e9-9c30-00c0df0c5361;00000014727
53;000003067#000003067;25.10.2022;014351;2;521,85;626,22;05129b25-7376-11e7-9cc9-00c0df0c5361;00000015367
53;000005747#000005747;05.10.2022;010194;1;188,11;225,73;5c3ec8e0-43e4-11e9-9c30-00c0df0c5361;00000014039
