id дистриб'ютора;Дата;Код продукту дистриб'ютора;Кількість
53;18.10.2022;013116;1
53;19.10.2022;013116;1
53;20.10.2022;013116;1
53;21.10.2022;013116;1
53;22.10.2022;013116;1
53;23.10.2022;013116;1
53;24.10.2022;013116;1
53;25.10.2022;013116;1
53;26.10.2022;013116;1
53;27.10.2022;013116;1
53;28.10.2022;013116;1
53;29.10.2022;013116;1
53;30.10.2022;013116;1
53;31.10.2022;013116;1
53;01.10.2022;014086;538
53;02.10.2022;014086;538
53;03.10.2022;014086;538
53;04.10.2022;014086;538
53;05.10.2022;014086;538
53;06.10.2022;014086;538
53;07.10.2022;014086;538
53;08.10.2022;014086;538
53;09.10.2022;014086;538
53;10.10.2022;014086;538
53;11.10.2022;014086;538
53;12.10.2022;014086;538
53;13.10.2022;014086;538
53;14.10.2022;014086;538
53;15.10.2022;014086;538
53;16.10.2022;014086;538
53;17.10.2022;014086;538
53;18.10.2022;014086;538
53;19.10.2022;014086;538
53;20.10.2022;014086;538
53;21.10.2022;014086;538
53;22.10.2022;014086;538
53;23.10.2022;014086;538
53;24.10.2022;014086;538
53;25.10.2022;014086;538
53;26.10.2022;014086;538
53;27.10.2022;014086;538
53;28.10.2022;014086;538
53;29.10.2022;014086;538
53;30.10.2022;014086;538
53;31.10.2022;014086;538
53;01.10.2022;014351;263
53;02.10.2022;014351;263
53;03.10.2022;014351;251
53;04.10.2022;014351;239
53;05.10.2022;014351;237
53;06.10.2022;014351;231
53;07.10.2022;014351;215
53;08.10.2022;014351;215
53;09.10.2022;014351;215
53;10.10.2022;014351;215
53;11.10.2022;014351;197
53;12.10.2022;014351;182
53;13.10.2022;014351;182
53;14.10.2022;014351;175
53;15.10.2022;014351;175
53;16.10.2022;014351;175
53;17.10.2022;014351;41
53;18.10.2022;014351;21
53;19.10.2022;014351;21
53;20.10.2022;014351;21
53;21.10.2022;014351;21
53;22.10.2022;014351;21
53;23.10.2022;014351;21
53;24.10.2022;014351;210
53;25.10.2022;014351;138
53;26.10.2022;014351;134
53;27.10.2022;014351;118
53;28.10.2022;014351;118
53;29.10.2022;014351;118
53;30.10.2022;014351;118
53;31.10.2022;014351;85
53;01.10.2022;014554;90
53;02.10.2022;014554;90
53;03.10.2022;014554;90
53;04.10.2022;014554;90
53;05.10.2022;014554;90
53;06.10.2022;014554;90
53;07.10.2022;014554;90
53;08.10.2022;014554;90
53;09.10.2022;014554;90
53;10.10.2022;014554;90
53;11.10.2022;014554;90
53;12.10.2022;014554;90
53;13.10.2022;014554;90
53;14.10.2022;014554;90
53;15.10.2022;014554;90
53;16.10.2022;014554;90
53;17.10.2022;014554;90
53;18.10.2022;014554;90
53;19.10.2022;014554;90
53;20.10.2022;014554;88
53;21.10.2022;014554;88
53;22.10.2022;014554;88
53;23.10.2022;014554;88
53;24.10.2022;014554;88
53;25.10.2022;014554;88
53;26.10.2022;014554;88
53;27.10.2022;014554;88
53;28.10.2022;014554;88
53;29.10.2022;014554;88
53;30.10.2022;014554;88
53;31.10.2022;014554;88
53;01.10.2022;014555;8
53;02.10.2022;014555;8
53;03.10.2022;014555;8
53;04.10.2022;014555;8
53;05.10.2022;014555;6
53;06.10.2022;014555;6
53;07.10.2022;014555;6
53;08.10.2022;014555;6
53;09.10.2022;014555;6
53;10.10.2022;014555;6
53;11.10.2022;014555;6
53;12.10.2022;014555;6
53;13.10.2022;014555;6
53;14.10.2022;014555;6
53;15.10.2022;014555;6
53;16.10.2022;014555;6
53;17.10.2022;014555;6
53;18.10.2022;014555;6
53;19.10.2022;014555;6
53;20.10.2022;014555;6
53;21.10.2022;014555;6
53;22.10.2022;014555;6
53;23.10.2022;014555;6
53;24.10.2022;014555;6
53;25.10.2022;014555;6
53;26.10.2022;014555;6
53;27.10.2022;014555;6
53;28.10.2022;014555;6
53;29.10.2022;014555;6
53;30.10.2022;014555;6
53;31.10.2022;014555;6
53;01.10.2022;014556;35
53;02.10.2022;014556;35
53;03.10.2022;014556;35
53;04.10.2022;014556;35
53;05.10.2022;014556;35
53;06.10.2022;014556;35
53;07.10.2022;014556;35
53;08.10.2022;014556;35
53;09.10.2022;014556;35
53;10.10.2022;014556;35
53;11.10.2022;014556;35
53;12.10.2022;014556;35
53;13.10.2022;014556;35
53;14.10.2022;014556;35
53;15.10.2022;014556;35
53;16.10.2022;014556;35
53;17.10.2022;014556;33
53;18.10.2022;014556;33
53;19.10.2022;014556;33
53;20.10.2022;014556;33
53;21.10.2022;014556;33
53;22.10.2022;014556;33
53;23.10.2022;014556;33
53;24.10.2022;014556;33
53;25.10.2022;014556;33
53;26.10.2022;014556;33
53;27.10.2022;014556;33
53;28.10.2022;014556;33
53;29.10.2022;014556;33
53;30.10.2022;014556;33
53;31.10.2022;014556;33
53;01.10.2022;014557;60
53;02.10.2022;014557;60
53;03.10.2022;014557;60
53;04.10.2022;014557;60
53;05.10.2022;014557;60
53;06.10.2022;014557;59
53;07.10.2022;014557;39
53;08.10.2022;014557;39
53;09.10.2022;014557;39
53;10.10.2022;014557;39
53;11.10.2022;014557;39
53;12.10.2022;014557;19
53;13.10.2022;014557;19
53;14.10.2022;014557;17
53;15.10.2022;014557;17
53;16.10.2022;014557;17
53;17.10.2022;014557;15
53;18.10.2022;014557;15
53;19.10.2022;014557;15
53;20.10.2022;014557;0
53;21.10.2022;014557;0
53;22.10.2022;014557;0
53;23.10.2022;014557;0
53;24.10.2022;014557;0
53;25.10.2022;014557;0
53;26.10.2022;014557;0
53;27.10.2022;014557;0
53;28.10.2022;014557;0
53;29.10.2022;014557;0
53;30.10.2022;014557;0
53;31.10.2022;014557;0
53;01.10.2022;014558;34
53;02.10.2022;014558;34
53;03.10.2022;014558;34
53;04.10.2022;014558;34
53;05.10.2022;014558;34
53;06.10.2022;014558;34
53;07.10.2022;014558;34
53;08.10.2022;014558;34
53;09.10.2022;014558;34
53;10.10.2022;014558;34
53;11.10.2022;014558;34
53;12.10.2022;014558;34
53;13.10.2022;014558;34
53;14.10.2022;014558;34
53;15.10.2022;014558;34
53;16.10.2022;014558;34
53;17.10.2022;014558;33
53;18.10.2022;014558;33
53;19.10.2022;014558;33
53;20.10.2022;014558;9
53;21.10.2022;014558;9
53;22.10.2022;014558;9
53;23.10.2022;014558;9
53;24.10.2022;014558;9
53;25.10.2022;014558;9
53;26.10.2022;014558;9
53;27.10.2022;014558;9
53;28.10.2022;014558;9
53;29.10.2022;014558;9
53;30.10.2022;014558;9
53;31.10.2022;014558;9
53;01.10.2022;014559;48
53;02.10.2022;014559;48
53;03.10.2022;014559;48
53;04.10.2022;014559;48
53;05.10.2022;014559;48
53;06.10.2022;014559;48
53;07.10.2022;014559;48
53;08.10.2022;014559;48
53;09.10.2022;014559;48
53;10.10.2022;014559;48
53;11.10.2022;014559;48
53;12.10.2022;014559;48
53;13.10.2022;014559;48
53;14.10.2022;014559;48
53;15.10.2022;014559;48
53;16.10.2022;014559;48
53;17.10.2022;014559;47
53;18.10.2022;014559;47
53;19.10.2022;014559;47
53;20.10.2022;014559;47
53;21.10.2022;014559;47
53;22.10.2022;014559;47
53;23.10.2022;014559;47
53;24.10.2022;014559;47
53;25.10.2022;014559;47
53;26.10.2022;014559;47
53;27.10.2022;014559;47
53;28.10.2022;014559;47
53;29.10.2022;014559;47
53;30.10.2022;014559;47
53;31.10.2022;014559;47
53;01.10.2022;014560;8
53;02.10.2022;014560;8
53;03.10.2022;014560;8
53;04.10.2022;014560;8
53;05.10.2022;014560;6
53;06.10.2022;014560;6
53;07.10.2022;014560;6
53;08.10.2022;014560;6
53;09.10.2022;014560;6
53;10.10.2022;014560;6
53;11.10.2022;014560;6
53;12.10.2022;014560;6
53;13.10.2022;014560;6
53;14.10.2022;014560;6
53;15.10.2022;014560;6
53;16.10.2022;014560;6
53;17.10.2022;014560;6
53;18.10.2022;014560;6
53;19.10.2022;014560;6
53;20.10.2022;014560;6
53;21.10.2022;014560;6
53;22.10.2022;014560;6
53;23.10.2022;014560;6
53;24.10.2022;014560;6
53;25.10.2022;014560;6
53;26.10.2022;014560;6
53;27.10.2022;014560;6
53;28.10.2022;014560;6
53;29.10.2022;014560;6
53;30.10.2022;014560;6
53;31.10.2022;014560;6
53;01.10.2022;014561;19
53;02.10.2022;014561;19
53;03.10.2022;014561;19
53;04.10.2022;014561;19
53;05.10.2022;014561;19
53;06.10.2022;014561;19
53;07.10.2022;014561;19
53;08.10.2022;014561;19
53;09.10.2022;014561;19
53;10.10.2022;014561;19
53;11.10.2022;014561;19
53;12.10.2022;014561;19
53;13.10.2022;014561;19
53;14.10.2022;014561;19
53;15.10.2022;014561;19
53;16.10.2022;014561;19
53;17.10.2022;014561;19
53;18.10.2022;014561;19
53;19.10.2022;014561;19
53;20.10.2022;014561;19
53;21.10.2022;014561;19
53;22.10.2022;014561;19
53;23.10.2022;014561;19
53;24.10.2022;014561;19
53;25.10.2022;014561;19
53;26.10.2022;014561;19
53;27.10.2022;014561;19
53;28.10.2022;014561;19
53;29.10.2022;014561;19
53;30.10.2022;014561;19
53;31.10.2022;014561;19
53;01.10.2022;014562;12
53;02.10.2022;014562;12
53;03.10.2022;014562;12
53;04.10.2022;014562;12
53;05.10.2022;014562;12
53;06.10.2022;014562;12
53;07.10.2022;014562;12
53;08.10.2022;014562;12
53;09.10.2022;014562;12
53;10.10.2022;014562;12
53;11.10.2022;014562;12
53;12.10.2022;014562;12
53;13.10.2022;014562;12
53;14.10.2022;014562;12
53;15.10.2022;014562;12
53;16.10.2022;014562;12
53;17.10.2022;014562;12
53;18.10.2022;014562;12
53;19.10.2022;014562;12
53;20.10.2022;014562;12
53;21.10.2022;014562;12
53;22.10.2022;014562;12
53;23.10.2022;014562;12
53;24.10.2022;014562;12
53;25.10.2022;014562;12
53;26.10.2022;014562;12
53;27.10.2022;014562;12
53;28.10.2022;014562;12
53;29.10.2022;014562;12
53;30.10.2022;014562;12
53;31.10.2022;014562;12
53;01.10.2022;014563;11
53;02.10.2022;014563;11
53;03.10.2022;014563;10
53;04.10.2022;014563;10
53;05.10.2022;014563;10
53;06.10.2022;014563;10
53;07.10.2022;014563;10
53;08.10.2022;014563;10
53;09.10.2022;014563;10
53;10.10.2022;014563;10
53;11.10.2022;014563;10
53;12.10.2022;014563;10
53;13.10.2022;014563;10
53;14.10.2022;014563;10
53;15.10.2022;014563;10
53;16.10.2022;014563;10
53;17.10.2022;014563;10
53;18.10.2022;014563;10
53;19.10.2022;014563;10
53;20.10.2022;014563;10
53;21.10.2022;014563;10
53;22.10.2022;014563;10
53;23.10.2022;014563;10
53;24.10.2022;014563;10
53;25.10.2022;014563;10
53;26.10.2022;014563;10
53;27.10.2022;014563;10
53;28.10.2022;014563;10
53;29.10.2022;014563;10
53;30.10.2022;014563;10
53;31.10.2022;014563;10
53;01.10.2022;014564;12
53;02.10.2022;014564;12
53;03.10.2022;014564;12
53;04.10.2022;014564;12
53;05.10.2022;014564;11
53;06.10.2022;014564;11
53;07.10.2022;014564;11
53;08.10.2022;014564;11
53;09.10.2022;014564;11
53;10.10.2022;014564;11
53;11.10.2022;014564;11
53;12.10.2022;014564;11
53;13.10.2022;014564;11
53;14.10.2022;014564;11
53;15.10.2022;014564;11
53;16.10.2022;014564;11
53;17.10.2022;014564;11
53;18.10.2022;014564;11
53;19.10.2022;014564;11
53;20.10.2022;014564;11
53;21.10.2022;014564;11
53;22.10.2022;014564;11
53;23.10.2022;014564;11
53;24.10.2022;014564;11
53;25.10.2022;014564;11
53;26.10.2022;014564;11
53;27.10.2022;014564;11
53;28.10.2022;014564;11
53;29.10.2022;014564;11
53;30.10.2022;014564;11
53;31.10.2022;014564;11
53;01.10.2022;014565;11
53;02.10.2022;014565;11
53;03.10.2022;014565;11
53;04.10.2022;014565;11
53;05.10.2022;014565;11
53;06.10.2022;014565;11
53;07.10.2022;014565;11
53;08.10.2022;014565;11
53;09.10.2022;014565;11
53;10.10.2022;014565;11
53;11.10.2022;014565;11
53;12.10.2022;014565;11
53;13.10.2022;014565;11
53;14.10.2022;014565;11
53;15.10.2022;014565;11
53;16.10.2022;014565;11
53;17.10.2022;014565;11
53;18.10.2022;014565;11
53;19.10.2022;014565;11
53;20.10.2022;014565;11
53;21.10.2022;014565;11
53;22.10.2022;014565;11
53;23.10.2022;014565;11
53;24.10.2022;014565;11
53;25.10.2022;014565;11
53;26.10.2022;014565;11
53;27.10.2022;014565;11
53;28.10.2022;014565;11
53;29.10.2022;014565;11
53;30.10.2022;014565;11
53;31.10.2022;014565;11
53;01.10.2022;014566;69
53;02.10.2022;014566;69
53;03.10.2022;014566;66
53;04.10.2022;014566;66
53;05.10.2022;014566;66
53;06.10.2022;014566;66
53;07.10.2022;014566;66
53;08.10.2022;014566;66
53;09.10.2022;014566;66
53;10.10.2022;014566;63
53;11.10.2022;014566;63
53;12.10.2022;014566;63
53;13.10.2022;014566;63
53;14.10.2022;014566;63
53;15.10.2022;014566;63
53;16.10.2022;014566;63
53;17.10.2022;014566;63
53;18.10.2022;014566;63
53;19.10.2022;014566;63
53;20.10.2022;014566;63
53;21.10.2022;014566;63
53;22.10.2022;014566;63
53;23.10.2022;014566;63
53;24.10.2022;014566;63
53;25.10.2022;014566;63
53;26.10.2022;014566;63
53;27.10.2022;014566;63
53;28.10.2022;014566;51
53;29.10.2022;014566;51
53;30.10.2022;014566;51
53;31.10.2022;014566;51
53;01.10.2022;014567;42
53;02.10.2022;014567;42
53;03.10.2022;014567;40
53;04.10.2022;014567;40
53;05.10.2022;014567;40
53;06.10.2022;014567;40
53;07.10.2022;014567;40
53;08.10.2022;014567;40
53;09.10.2022;014567;40
53;10.10.2022;014567;40
53;11.10.2022;014567;40
53;12.10.2022;014567;40
53;13.10.2022;014567;40
53;14.10.2022;014567;40
53;15.10.2022;014567;40
53;16.10.2022;014567;40
53;17.10.2022;014567;40
53;18.10.2022;014567;38
53;19.10.2022;014567;38
53;20.10.2022;014567;38
53;21.10.2022;014567;38
53;22.10.2022;014567;38
53;23.10.2022;014567;38
53;24.10.2022;014567;38
53;25.10.2022;014567;38
53;26.10.2022;014567;38
53;27.10.2022;014567;38
53;28.10.2022;014567;38
53;29.10.2022;014567;38
53;30.10.2022;014567;38
53;31.10.2022;014567;38
53;01.10.2022;014568;20
53;02.10.2022;014568;20
53;03.10.2022;014568;20
53;04.10.2022;014568;20
53;05.10.2022;014568;20
53;06.10.2022;014568;20
53;07.10.2022;014568;20
53;08.10.2022;014568;20
53;09.10.2022;014568;20
53;10.10.2022;014568;20
53;11.10.2022;014568;20
53;12.10.2022;014568;20
53;13.10.2022;014568;20
53;14.10.2022;014568;20
53;15.10.2022;014568;20
53;16.10.2022;014568;20
53;17.10.2022;014568;20
53;18.10.2022;014568;20
53;19.10.2022;014568;20
53;20.10.2022;014568;20
53;21.10.2022;014568;20
53;22.10.2022;014568;20
53;23.10.2022;014568;20
53;24.10.2022;014568;20
53;25.10.2022;014568;20
53;26.10.2022;014568;20
53;27.10.2022;014568;20
53;28.10.2022;014568;20
53;29.10.2022;014568;20
53;30.10.2022;014568;20
53;31.10.2022;014568;20
53;01.10.2022;014569;48
53;02.10.2022;014569;48
53;03.10.2022;014569;43
53;04.10.2022;014569;43
53;05.10.2022;014569;43
53;06.10.2022;014569;43
53;07.10.2022;014569;43
53;08.10.2022;014569;43
53;09.10.2022;014569;43
53;10.10.2022;014569;43
53;11.10.2022;014569;43
53;12.10.2022;014569;43
53;13.10.2022;014569;43
53;14.10.2022;014569;43
53;15.10.2022;014569;43
53;16.10.2022;014569;43
53;17.10.2022;014569;43
53;18.10.2022;014569;43
53;19.10.2022;014569;43
53;20.10.2022;014569;43
53;21.10.2022;014569;43
53;22.10.2022;014569;43
53;23.10.2022;014569;43
53;24.10.2022;014569;43
53;25.10.2022;014569;43
53;26.10.2022;014569;43
53;27.10.2022;014569;43
53;28.10.2022;014569;43
53;29.10.2022;014569;43
53;30.10.2022;014569;43
53;31.10.2022;014569;43
53;01.10.2022;014570;8
53;02.10.2022;014570;8
53;03.10.2022;014570;8
53;04.10.2022;014570;8
53;05.10.2022;014570;8
53;06.10.2022;014570;8
53;07.10.2022;014570;8
53;08.10.2022;014570;8
53;09.10.2022;014570;8
53;10.10.2022;014570;8
53;11.10.2022;014570;5
53;12.10.2022;014570;5
53;13.10.2022;014570;5
53;14.10.2022;014570;5
53;15.10.2022;014570;5
53;16.10.2022;014570;5
53;17.10.2022;014570;5
53;18.10.2022;014570;5
53;19.10.2022;014570;5
53;20.10.2022;014570;5
53;21.10.2022;014570;5
53;22.10.2022;014570;5
53;23.10.2022;014570;5
53;24.10.2022;014570;5
53;25.10.2022;014570;5
53;26.10.2022;014570;5
53;27.10.2022;014570;3
53;28.10.2022;014570;3
53;29.10.2022;014570;3
53;30.10.2022;014570;3
53;31.10.2022;014570;3
53;01.10.2022;014571;30
53;02.10.2022;014571;30
53;03.10.2022;014571;30
53;04.10.2022;014571;29
53;05.10.2022;014571;29
53;06.10.2022;014571;29
53;07.10.2022;014571;25
53;08.10.2022;014571;25
53;09.10.2022;014571;25
53;10.10.2022;014571;25
53;11.10.2022;014571;25
53;12.10.2022;014571;25
53;13.10.2022;014571;25
53;14.10.2022;014571;25
53;15.10.2022;014571;25
53;16.10.2022;014571;25
53;17.10.2022;014571;23
53;18.10.2022;014571;23
53;19.10.2022;014571;23
53;20.10.2022;014571;8
53;21.10.2022;014571;8
53;22.10.2022;014571;8
53;23.10.2022;014571;8
53;24.10.2022;014571;8
53;25.10.2022;014571;8
53;26.10.2022;014571;8
53;27.10.2022;014571;8
53;28.10.2022;014571;8
53;29.10.2022;014571;8
53;30.10.2022;014571;8
53;31.10.2022;014571;8
53;01.10.2022;014572;44
53;02.10.2022;014572;44
53;03.10.2022;014572;44
53;04.10.2022;014572;44
53;05.10.2022;014572;44
53;06.10.2022;014572;44
53;07.10.2022;014572;44
53;08.10.2022;014572;44
53;09.10.2022;014572;44
53;10.10.2022;014572;44
53;11.10.2022;014572;41
53;12.10.2022;014572;41
53;13.10.2022;014572;41
53;14.10.2022;014572;39
53;15.10.2022;014572;39
53;16.10.2022;014572;39
53;17.10.2022;014572;38
53;18.10.2022;014572;38
53;19.10.2022;014572;38
53;20.10.2022;014572;38
53;21.10.2022;014572;38
53;22.10.2022;014572;38
53;23.10.2022;014572;38
53;24.10.2022;014572;38
53;25.10.2022;014572;38
53;26.10.2022;014572;38
53;27.10.2022;014572;38
53;28.10.2022;014572;38
53;29.10.2022;014572;38
53;30.10.2022;014572;38
53;31.10.2022;014572;38
53;01.10.2022;014573;28
53;02.10.2022;014573;28
53;03.10.2022;014573;28
53;04.10.2022;014573;28
53;05.10.2022;014573;28
53;06.10.2022;014573;28
53;07.10.2022;014573;28
53;08.10.2022;014573;28
53;09.10.2022;014573;28
53;10.10.2022;014573;28
53;11.10.2022;014573;25
53;12.10.2022;014573;25
53;13.10.2022;014573;25
53;14.10.2022;014573;25
53;15.10.2022;014573;25
53;16.10.2022;014573;25
53;17.10.2022;014573;24
53;18.10.2022;014573;24
53;19.10.2022;014573;24
53;20.10.2022;014573;19
53;21.10.2022;014573;19
53;22.10.2022;014573;19
53;23.10.2022;014573;19
53;24.10.2022;014573;19
53;25.10.2022;014573;19
53;26.10.2022;014573;19
53;27.10.2022;014573;17
53;28.10.2022;014573;17
53;29.10.2022;014573;17
53;30.10.2022;014573;17
53;31.10.2022;014573;17
53;01.10.2022;014574;52
53;02.10.2022;014574;52
53;03.10.2022;014574;52
53;04.10.2022;014574;52
53;05.10.2022;014574;46
53;06.10.2022;014574;46
53;07.10.2022;014574;39
53;08.10.2022;014574;39
53;09.10.2022;014574;39
53;10.10.2022;014574;39
53;11.10.2022;014574;36
53;12.10.2022;014574;22
53;13.10.2022;014574;22
53;14.10.2022;014574;22
53;15.10.2022;014574;22
53;16.10.2022;014574;22
53;17.10.2022;014574;21
53;18.10.2022;014574;21
53;19.10.2022;014574;21
53;20.10.2022;014574;16
53;21.10.2022;014574;16
53;22.10.2022;014574;16
53;23.10.2022;014574;16
53;24.10.2022;014574;16
53;25.10.2022;014574;16
53;26.10.2022;014574;16
53;27.10.2022;014574;14
53;28.10.2022;014574;14
53;29.10.2022;014574;14
53;30.10.2022;014574;14
53;31.10.2022;014574;14
53;01.10.2022;014575;10
53;02.10.2022;014575;10
53;03.10.2022;014575;10
53;04.10.2022;014575;10
53;05.10.2022;014575;10
53;06.10.2022;014575;10
53;07.10.2022;014575;10
53;08.10.2022;014575;10
53;09.10.2022;014575;10
53;10.10.2022;014575;10
53;11.10.2022;014575;7
53;12.10.2022;014575;7
53;13.10.2022;014575;7
53;14.10.2022;014575;7
53;15.10.2022;014575;7
53;16.10.2022;014575;7
53;17.10.2022;014575;7
53;18.10.2022;014575;7
53;19.10.2022;014575;7
53;20.10.2022;014575;7
53;21.10.2022;014575;7
53;22.10.2022;014575;7
53;23.10.2022;014575;7
53;24.10.2022;014575;7
53;25.10.2022;014575;7
53;26.10.2022;014575;7
53;27.10.2022;014575;7
53;28.10.2022;014575;7
53;29.10.2022;014575;7
53;30.10.2022;014575;7
53;31.10.2022;014575;7
